F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
-73.83,31.38,75.09,8,68.29,-462,-586.66,0.03,2,-6.75,-3992.4,-1173.96,-1526.24,-3264.54,86.36,UK,-314.46,-1890.76,1090.58,31952.88,104.76,-46.11,71.32,-14.57,-2752.47,8.78,6290.88,-1.1,61.96,785.2,-10.95,15,50.04,Low,-8.93
-135.15,-129.06,70.35,2,78.88,-153.54,-1172.42,1.74,8.42,-6.53,-4709,-1604.18,-2450.3,-1426.78,117.87,Europe,-316.71,-76.74,3896.57,15553.8,2232.96,-57,59.1,-12.88,-2288.34,6.26,2253.02,-3.35,51.78,1367.03,-511.83,3,41.4,Low,-8.93
74.13,-277.86,73.95,4,86.64,-457.22,17.22,1.49,10.94,-11.46,-2513.54,-1653.86,-915.6,-2094.94,164.06,Rest,-202.68,-642.48,3102.18,25632.51,2662.89,-59.16,59.9,-9.99,-2898.45,5.46,-260.04,0.87,62.74,416.28,-3103.02,12,37.08,Medium,292.4
-106.41,-179.73,84.78,14,98.88,-417.56,-530.58,11.87,4.22,-12.18,-3811.9,-1491.48,-328.4,-2260.98,71.26,Europe,-213.84,-2347.48,7929.25,46014.66,-401.04,-64.74,59.74,-9.22,-2429.16,11.84,14017.11,-4.47,52.76,648.55,-299.52,6,28.53,Medium,-8.93
18.93,-162.63,87.06,14,60.3,-562,89.32,24.18,9.42,-11.43,-3733.8,-1588.47,-1887.32,-1194.44,191.4,Europe,-141.87,-884.12,3549.08,26781.45,3425.13,-55.92,67.34,-12.07,-3469.77,5.82,2761.43,-6.52,39.62,1172.74,-2307.93,18,4.08,High,94.43
43.17,-225.33,61.65,16,103.55,-656.46,-540.78,2.06,5.86,-8.9,-3513.38,-1362.06,-2561.58,-1836.14,122.45,Rest,-254.37,-1029.14,4557.2,24429.6,2604.24,-61.53,81.32,-9.13,-3422.49,10.88,-5555.89,-5.12,54.5,653.3,-2481.21,6,7.2,High,-8.93
-54.09,-91.8,82.44,0,49.05,-513.6,353.46,14.37,2.12,-11.45,-3422.4,-1187.69,-539.78,-1971.64,112.31,Europe,-177.84,-935.78,7317.83,21159.36,1356.12,-73.02,73.66,-18.93,-2842.02,5.62,-159.48,-1.38,54.66,986.1,610.02,12,17.46,Very high,323.13
42.24,-107.22,67.8,16,33.23,-449.22,-2971.04,0.04,14.16,-11.38,-5854.62,-1321.2,-580.18,-1495.08,130,UK,-148.8,-1365.28,13604.02,48927.78,947.22,-49.56,59.44,-22.11,-1745.4,4.98,-167.88,0.5,44.78,871.2,-1656.33,12,36.9,Low,121.3
63.84,-148.92,75.12,10,74.71,-440.98,-791.86,0.29,8.94,-13.89,-3777.02,-1805.58,-3341.44,-2637.64,77,Europe,-224.82,-2453.32,4011.88,28990.89,2959.08,-55.11,59.9,-3.78,-4601.73,0.62,-4962.97,-4.94,71.22,528.01,-1463.52,15,41.1,High,268.83
0.39,-109.92,64.47,8,13.15,-320.12,-158.34,0.01,5.9,-10.61,-3478.92,-1710.74,-2528.82,-1413.82,138.89,USA,-292.11,-637.14,2064.06,24049.14,2695.14,-72.57,57.66,-11.59,-3581.73,11.38,7047.44,0.61,62.04,631.25,-354.12,6,31.17,High,6.31
10.86,-216.69,72.12,12,123.27,-352.48,-747.38,0,7.08,-11.77,-3807.08,-1738.6,-1537.88,-3000,108.87,Rest,-222.63,-894.5,716.14,35998.26,168.66,-52.65,56.7,-13.73,-3511.23,1.68,737.11,-0.75,59.64,661.63,-775.86,15,45.63,High,300.55
-21.3,-159.27,64.35,10,41.83,-547.32,-269.18,6.85,2.28,-7.4,-4252,-1704.04,-2825.48,-2493,149.58,UK,-24.69,-654.74,8037.19,24388.86,1533.96,-54.15,62.98,-13.29,-588.72,6.78,-1784.44,-0.88,51.92,1287.44,-3327.72,15,38.25,Very high,271.23
29.22,-0.78,66.24,4,15.62,-381.86,373.38,0.84,9.96,-15.11,-3632.06,-1501.36,-284.2,-2752.18,119.4,Europe,-108.66,-586.22,6852.29,4847.28,1520.52,-58.83,60.42,-10.84,-2206.68,4.52,3767.38,-3.2,51.24,944.19,-977.4,21,42.93,High,383.63
-113.73,-44.79,62.07,10,85.67,-526.36,-560.06,0.04,7.02,-9.87,-4886.02,-1844.19,-1619.9,-2010.12,149.53,USA,-240.24,-336.52,10059.92,28840.89,765.63,-54.81,59.9,-14.2,-3948.12,4.42,651.16,-10.12,61.18,1080.76,-799.23,15,19.23,Very low,183.12
74.79,-188.91,84.9,14,104.95,-446.36,42.38,14.74,14.7,-7.9,-3391.86,-1529.07,42.58,-2115.56,115.83,UK,-245.37,-1001.72,3754.5,44369.52,1470.9,-45.75,65.3,-11.74,-2753.82,5.24,2474.37,-2.92,56.16,879.94,-2671.71,21,19.98,Very low,-8.93
144.03,-182.61,85.89,14,18.9,-419.88,-866.96,0.04,14.06,-11.5,-5797.52,-1832.75,-2388.14,-3618.3,142.52,UK,-107.04,-172.92,14376.73,21302.25,1640.64,-63.42,57.1,-13.07,-2647.29,13.42,-6666.19,0.63,53.52,953.31,-2542.5,3,23.64,Low,-8.93
297,-93.96,81.84,4,56.78,-506.78,294.82,1.02,3.78,-8.55,-3328.66,-1308.63,-1759.26,-807.54,142.16,UK,-114.24,-705.4,7138.79,35298.99,3061.2,-52.38,54.98,-11.22,-2966.43,7.36,-417.47,-2.5,61.4,529.95,-641.73,18,31.23,High,508.32
46.05,-197.91,70.56,8,30.07,-450.04,-2143.38,3.12,6,-9.85,-4023.24,-819.94,-1683.98,-2805.3,87.12,Europe,-223.56,224.56,3993.95,26293.92,-2029.95,-54.63,62.64,-13.67,-2671.65,15.38,430.94,-0,48.06,529.3,559.92,9,55.14,High,-8.93
130.23,-112.14,65.67,12,87.23,-469.92,-1637.76,4.31,9.6,-7.04,-2572.38,-1478.66,-1661.36,-2954.1,220.95,UK,-43.08,-571.96,10016.79,25076.43,1507.35,-12.78,65.82,-11.05,-3280.38,0.84,-5427.59,-4.88,40.3,947.12,-1808.31,27,22.65,Low,420.82
78.57,-184.14,103.71,6,102.08,-515.12,-1429.98,0.15,2,-12.19,-2075.5,-2296.45,-698.32,-2188.52,137.65,USA,-313.02,209.82,3639.72,47917.35,2760.21,-50.76,54.64,-16.68,-3479.49,19.36,4160.95,1.43,49.84,813.97,-1708.23,18,39,Medium,204.6
4.71,-239.1,76.38,12,50.23,-448.58,-246.32,29233.35,5.96,-14.96,-5146.68,-1912.78,-494.28,-2132.68,170.85,Europe,-128.37,-351.82,9623,21054.42,3385.65,-53.04,46.1,-11.21,-4133.31,9.36,6773.37,-6.1,51.74,1460.63,-860.31,15,40.08,Very high,183.09
206.7,-134.55,73.2,12,65.75,-635.84,-393.56,0.04,6.72,-11.76,-4092.38,-1903.3,-1692.48,-1891.08,120.26,Rest,-216.81,-889.22,3243.25,35004.36,4280.82,-33.54,63.42,-15.32,-2321.07,3.26,2297.66,-2.52,51.9,1494.95,-2420.85,6,61.41,Medium,113.76
165.39,-72.39,67.2,8,46.13,-464.64,-1581.5,61.59,9.5,-5.19,-3501.88,-1166.19,-2345.38,-1306.56,158.51,Rest,-165.72,-571.36,3913.35,10000.47,2513.46,-66.15,46.06,-11.91,-3361.74,4.38,1341.01,2.74,52.58,616.1,-54.03,6,26.67,Low,-8.93
142.53,-59.7,71.49,10,145.35,-453.06,-1020.44,0.33,5.86,-9.33,-4278.22,-1839.17,-2061.84,-2834.82,126.09,USA,-235.38,-1039.36,5219.04,24993.57,1110.3,-45.81,48.3,-15.81,-3257.97,34.68,972.31,2.65,56.14,521.02,-1444.83,18,27.99,Very high,-8.93
18.12,-245.19,76.98,6,54.58,-489.08,955.14,0.07,1.52,-10.96,-4439.34,-1810.39,-1780.4,-1393.16,250.55,Europe,-52.98,-153.62,2064.11,37240.47,1370.34,-53.16,71.82,-16.4,-2268.87,6,2214.5,4.05,51.68,972.92,-2336.91,15,25.2,Medium,150.47
33.6,-107.43,86.07,8,65.59,-420.98,-110.8,0.12,7.92,-14.12,-2344.68,-1722.74,-1703.42,-2331.26,154.55,UK,-423.63,-130.92,3910.85,27064.86,-297.6,-53.94,68.3,-10.06,-3301.59,2.38,1234.04,-3.86,62.52,34.66,-881.16,12,41.22,Very high,561.98
9.78,179.55,79.29,10,34.76,-448.94,-1116.04,0.25,5.58,-9.24,-3341.8,-1374.91,22.1,-1065.98,124.36,Rest,-209.34,-585.78,11917.15,12833.97,-464.64,-50.34,61.92,-4.62,-1978.23,5.04,10144.11,4.22,57.2,928.01,137.55,3,64.05,Medium,8.85
67.53,-124.86,58.56,6,44.45,-416.84,271.8,0.06,22.22,-12.73,-4272.48,-1575.58,-1827.72,-1342.08,138.06,Rest,-85.56,-837.5,5805.18,27126.96,2117.7,-73.8,57.7,-14.22,-2829.12,13.94,2701.71,-3.5,97.7,1024.67,-1132.11,12,35.25,Very low,29.51
-65.64,10.98,62.85,14,45.38,-403.72,-1015.5,141.34,1.56,-5.73,-4645.36,-1761.27,-2022.3,-2708.94,145.69,USA,-366.69,-1578.16,299.31,29777.16,-120.18,-48.54,60.4,-18.41,-3643.98,11.34,5001.66,-4.15,62.68,1202.64,-2799.15,12,26.76,Very high,-8.93
148.17,-94.62,75.69,8,84.96,-2.98,458.46,0.36,3.46,-12.47,-4122.68,-2353.81,-2033.46,-3499.1,162.14,Europe,-380.46,-1435.12,1555.83,23446.26,2004.48,-55.11,59.38,-10.39,-3345,6.74,2720,-2.97,44.08,1057.67,-1777.98,12,41.7,Medium,90.59
-125.7,-261.72,73.71,16,68.03,-451.12,-553.28,0,5.24,-12.96,-3987.58,-1531.44,-1484.96,-2955.16,130.88,Rest,-192.33,-826.68,811.29,29704.89,1181.85,-52.05,53.62,-12.37,-2221.98,1.4,2217.26,-6.13,48.2,795.59,-1605.48,12,48.84,Very high,250.94
-80.67,-23.76,49.5,0,54.66,-481.12,-662.42,108.08,10.04,-11.47,-4332,-1812.49,-97.16,-2135.88,138.28,UK,-296.22,-1531.8,5506.72,36245.1,2274.99,-32.31,56.1,-11.11,-2066.64,8.74,-7968.75,-2.87,54.9,979.23,-481.68,12,21.21,Very low,410.24
-34.65,-159.66,71.04,4,74.84,-581.3,-1385.32,3.19,8.64,-9.42,-3851.16,-2078.43,-1541.94,-1446.3,170.56,Europe,-120,-1190.1,3940.36,14181.63,1698.96,-53.58,63.68,-15.95,-3038.85,4.88,3916.32,-3.15,59.42,856.24,-502.74,9,32.91,Very high,143.72
-4.59,39.06,68.16,4,52.6,-584.18,-656.2,0,9.86,-12.89,-4782.22,-854.97,-1170.98,-2083.84,138.74,Europe,-111.3,-2098.54,3687.78,25927.62,1922.76,-53.25,61.08,-14.25,-2456.79,8.5,1729.26,-9.89,48,483.41,-1809.3,9,23.4,High,151.13
-2.91,-124.53,59.16,12,101.7,-512.7,25.44,0,4.1,-12.81,-4040.68,-2270,-1072.32,-1685.66,127.01,UK,-148.89,-845.84,5331.89,28027.47,2216.85,-50.19,61.26,-9.1,-3552.6,13.26,2937.79,-2.56,61.1,1267.19,-1692.87,21,32.52,Very low,-8.93
-60.42,-134.37,79.41,0,32.27,-420.44,-1058.16,127.08,2.8,-6.93,-3967.66,-1451.66,-2679.36,-2470.9,74.65,USA,-149.97,-1009.02,6565.14,26967.99,513.9,-45.72,60.1,-18.05,-2275.32,8.14,988.24,-0.19,53.42,776.47,-1135.47,12,39.45,Low,292.62
97.53,-173.34,72.27,14,81.49,-395.24,-495.62,0,1.82,-9.97,-2770.6,-1719.94,-1750.4,-2949.06,119.88,Rest,-151.2,-1518.26,6798.78,18149.28,1864.68,-54.51,66.38,-14.22,-1312.65,4.2,4599.24,-6.58,57.02,726.44,-1914.36,18,25.89,Very low,35.17
66.75,-48.75,37.2,8,97.65,-459.42,-1004.38,0.5,9.46,-16.83,-4020.46,-1567.69,-2325.7,-2080.06,122.79,UK,-265.65,-508.54,4866.55,30491.73,1433.01,-50.13,73.4,-9.23,-2512.77,11.56,778.67,5.45,46.6,1052.5,-1143.42,3,-13.77,Very low,-8.93
62.94,-134.43,66.36,4,53.3,-480.12,-421.68,0.14,7.24,-8.4,-3750.32,-2063.62,-36.24,-2438.6,287.97,USA,-212.43,-903.1,9381.02,13553.16,1181.4,-64.86,62.72,-12.13,-1884.87,4.12,-664.98,-3.6,46.96,1041.9,-653.46,6,52.35,High,410.95
90.45,-151.5,70.8,8,64.27,-482.04,-666.96,1.38,5.82,-9.78,-4065.64,-2161.82,-1959.78,-1804.74,159.22,USA,-169.14,-487.14,3425,30733.47,1579.23,-33.6,70.1,-7.05,-3736.86,6.04,3657.84,3.06,44.64,486.66,-1476.78,18,38.31,Low,348.29
68.79,-83.82,64.35,8,52.24,-304.74,-794.22,0.16,14.24,-9.4,-3031.84,-1767.52,-1886.38,-2356.16,120.73,Europe,-252.57,-937.1,6089.95,36006.45,1548.09,-47.19,63.88,-9.1,-3811.26,3,2889.81,3.82,41.76,1141.58,-2528.52,15,10.56,Very high,215.91
143.67,-143.1,76.5,8,66.59,-472.86,439.14,1.28,9.12,-9.66,-3951.02,-1989.76,-1025.56,-3144.42,111.55,UK,-180.27,-493.36,9767.22,31193.4,2270.28,-63.15,67.76,-7.26,-4092.42,17.82,-1064.37,-0.71,47.56,1166.81,-683.58,9,31.8,Medium,-8.93
34.35,13.62,63.93,0,107.24,-371.3,-762.5,17.07,25.88,-11.27,-4043.16,-1033.28,-1326.5,-2275.18,131.87,Europe,-192.21,-497.48,8218.65,15322.05,1547.28,-48.9,73.5,-11.98,-3119.73,4.9,8366.28,-1.47,47.6,887.48,-1196.64,9,42.27,Very high,277.11
-54.93,-193.71,61.95,14,94.4,-451.36,-537.26,3.79,4.82,-11.98,-3148.16,-1240.36,-1388.06,-3262.24,122.2,Rest,-179.31,-686.52,4744.36,31656.45,1229.25,-61.02,58,-12.88,-1708.68,4.22,-51.23,-2.81,55.84,672.15,574.68,9,14.85,Medium,103.19
-33.21,-165.15,68.52,8,71.95,-381.52,-788.84,0.03,2.42,-10.36,-3753.3,-1286.86,-2077.56,-2685.8,70.48,USA,-91.32,-1356.22,4137.03,21618,1878.57,-55.92,58.38,-12.06,-1939.5,6.72,6990.08,-2.44,51.24,618.38,-1809.87,15,40.65,High,484.64
19.65,-188.73,79.17,12,73.34,-445.62,-438.96,0.07,9.36,-17.11,-4126.1,-2071.45,-1228.96,-2124.8,157.41,Europe,-231.9,-1952.24,4326.43,37625.61,1879.11,-48.24,46.56,-13.32,-1780.56,4.18,8262.61,-3.44,28.26,557.22,-300.27,6,27.12,Low,110.78
32.46,-217.74,60.42,14,100.07,-224.4,-984.58,1.04,3.78,-5.32,-4031.14,-1832.84,-917.72,-1895.02,150.02,USA,-106.89,-597.82,324.38,27143.43,1326.72,-48.66,61.72,-7.45,-2506.35,2.16,2474.62,-1.66,52.2,1209.09,-243.09,12,32.82,Very low,-8.93
-1.35,-49.86,37.59,8,70.65,-535.96,309.22,0.12,16.28,-8.98,-3840.08,-1805.08,-2230.96,-2550.14,183.78,USA,-96.24,155.38,1786.95,9366.03,2427.24,-31.53,48.94,-12.19,-2982.93,0.92,-2403.8,-4.1,46.74,1023.8,-633.72,3,34.56,High,99.05
-38.1,-80.34,88.89,4,6.84,-381.2,-2132.88,23.77,14.48,-8.09,-3462.52,-1427.31,-1230.64,-1972.48,181.22,Rest,-304.92,-1786.2,5523.65,21191.01,3434.19,-20.13,56.66,-14.74,-2185.2,7.08,10389.35,-5.18,48.48,1296.73,-1373.64,12,37.56,Low,106.84
-25.56,-31.5,59.13,10,103.53,-572.94,-1423.34,0.01,28.88,-9.88,-3430.86,-1171.35,-359.24,-2048.54,140.38,Europe,-242.4,-1633.86,2640.65,5149.17,767.55,-58.2,61.36,-16.28,-4173.66,1.04,5772.33,2.9,35.58,827.5,-1986.15,12,51.48,High,80.6
46.02,-237.84,5.97,8,27.3,-527.46,-709.88,1.26,11.1,-8.28,-3462.3,-1626.58,-1608.74,-2384.76,186.51,UK,-315.48,-1073.76,6017.36,27216.6,1667.25,-59.82,72.46,-16.03,-4615.35,6,6104.72,-5.25,50.82,942.28,-1239,12,65.73,Very high,339.57
-171.45,6.72,85.41,6,53.9,-505.22,-390.42,0.08,6.26,-7.4,-3356.66,-1624.58,-1409.64,-2035.06,184.45,USA,-150.66,-812.2,7931.33,27605.94,1115.7,-33.57,60.8,-15.88,-4036.38,6.64,-751.32,-0.14,55.96,533.33,-2179.35,18,42.42,Low,288.02
-15.63,-71.91,87.27,12,37.53,-471,-1238.8,2.33,4.84,-8.9,-4206.2,-1571.94,-4131.56,-1849.64,137.81,USA,-193.95,-697.72,7054.66,16579.89,1939.8,-52.53,63.22,-15.01,-1774.98,11.3,2549.79,0.2,58.98,273.15,-698.85,18,60.84,High,47.36
-45.06,-132.51,62.61,4,50.26,-464.88,-172.44,1.66,11.94,-11.67,-4710.38,-1989.04,-1812.28,-1704.32,184.42,Europe,-202.35,-806.38,1675.3,20599.5,767.28,-51.78,71.16,-21.14,-2339.76,3.7,2490.65,2.57,41.62,1096.31,-284.52,9,36.27,Very high,212.4
202.32,-304.68,62.1,6,132.24,-458.88,-675.5,0.47,14.58,-9.32,-4854.98,-1465.21,-3560.12,-2434.48,140.87,UK,-295.65,-348.56,5244.6,38705.22,330.3,-68.94,60.5,-9.52,-3115.41,21.6,8700.16,3.21,49.46,-111.08,-583.65,18,13.83,Very high,43.21
31.62,-180.27,74.55,2,44.54,-429.82,647.5,0.15,3.4,-1.15,-5509.66,-2048.29,-1094.24,-2251.64,145.8,UK,-242.64,-1611.7,5762.64,-1239.93,1196.64,-45.48,65.58,-11.7,-3392.67,5.66,-967.63,0.76,48.98,564.11,-1240.2,9,30.03,Very low,-8.93
103.47,-229.38,40.17,10,35.89,-456.94,394.08,0.71,5.42,-10.26,-3444.94,-1608.45,-2061.92,-2412.42,168.7,Europe,-359.58,-939.72,4522.27,27926.1,2086.35,-46.23,64.8,-10.81,-3621.72,4.66,324.95,2.53,47.52,910.15,-2049.75,9,82.29,Very low,3.08
97.86,-64.98,71.64,6,86.42,-458.72,-1016.84,20.83,3.04,-6.53,-4004.14,-1806.18,-2617.24,-2127.84,138.3,Rest,-79.89,-1524.44,4880.06,36387.21,1858.86,-53.19,62.9,-4.62,-4335.57,16.76,1630.86,-3.02,60.2,733.7,-510.12,9,38.85,Low,-8.93
-125.01,-8.28,76.56,12,42.81,-456.14,-487.18,1.49,25.28,-9.93,-4311.96,-1500.21,-1381.56,-1931.94,174.26,UK,-95.19,-1919.56,6973.88,25303.68,2218.29,-46.74,61.76,-11.81,-3407.19,1.86,9401.66,-4.32,54.98,314.6,393.87,12,27.39,High,321.46
-91.92,-98.25,75.06,10,84.88,-536.06,-22.78,0.06,5.42,-9.66,-3538.84,-1627.96,-1999.42,-2722.38,-31,USA,-87,-1425.64,6758.05,26856.75,-299.52,-47.49,54.72,-11.74,-2697.96,12,4162.69,-0.36,56.98,1187.02,65.1,15,33.39,Very low,-8.93
-16.47,-192.87,69.42,8,96.97,-411.8,-227.66,0.03,8.14,-10.18,-3559.26,-1369.44,-1711.2,-2005.38,129,USA,-202.23,-1024.2,4929.41,36272.37,382.71,-49.38,51.62,-13.82,-1791.39,4.64,1447.35,-0.78,54,696.43,-1315.47,9,14.67,Very low,80.02
41.61,-99.9,67.32,8,53.54,-426.16,-848.7,3.69,7.86,-6.94,-4145.54,-1767.52,-2664.82,-2263.4,214.07,UK,-19.65,-1248.62,5270.23,35103.81,-47.88,-45.18,63.5,-11.58,-3329.82,6.64,2223.73,-2.68,38.98,871.89,-2719.17,12,28.56,Very low,-8.93
-9.66,-38.7,65.61,10,86.86,-562.66,105,0.64,3.32,-6.38,-2706.58,-1512.88,-2445.72,-2252.92,229.2,UK,-315.78,-904.36,6414.39,9995.64,1803.06,-55.47,61.7,-12.56,-1199.46,2.06,1715.97,-0.71,62.64,733.15,-632.34,15,40.62,Very low,-8.93
19.92,-197.94,73.8,8,114.86,-512.34,-2717.02,36.74,4.96,-5.67,-3749.24,-2128.22,-2964.68,-1906.06,132.74,UK,-189.69,-943.12,4326.03,42721.8,2420.07,-52.83,64.66,-12.62,-3830.13,7.9,3455.2,-1.26,54.78,623.5,-1255.35,9,16.23,Low,-8.93
-49.68,-89.01,51.33,4,12.15,-498.22,496.84,27.94,8.3,-13.39,-4436.7,-1816.28,-1153.46,-2379.22,155.78,Europe,-221.52,-1761.52,11330.6,25940.19,3941.04,-45.33,51.32,-12.68,-2876.97,3.34,6512.23,-3.09,63.6,323.43,-1400.64,12,33.27,Low,243.44
157.05,83.37,63.18,8,41.57,-531.64,-1661.06,3.64,13.48,-14.19,-2043.28,-1890.5,-778.86,-1830.14,166.59,Rest,-197.85,-2534.34,4276.25,35220.48,2164.62,-54.06,58.02,-9.83,-2048.01,2.98,7051.52,-4.19,56.96,1025.85,-1434.6,12,42.87,Very high,476.08
-56.73,-132,59.49,6,60.81,-609.02,-393.54,2.1,9.04,-8,-2660.72,-1590.15,-1748.3,-2132.7,141.15,Rest,-10.47,-618.38,7701.89,31687.53,2006.58,-75.57,49.38,-13.14,-2179.35,5.76,2010.83,-1.38,53.8,683.82,-1177.59,21,30.54,Low,253.15
-41.88,-120.69,66.3,12,94,-579.42,-238.28,40.73,17.02,-7.84,-3961.52,-2022.28,-1556.3,-2441.9,140.71,Rest,-368.43,-554.58,2666.14,21460.47,2783.73,-40.5,57.52,-7.52,-2644.89,0.56,3344.3,-1.15,55.26,1108.06,-1270.35,21,44.46,High,255.06
-48.3,-170.7,23.16,6,85.05,-337.34,-674.14,0.16,6.02,-12.7,-5945.82,-1771.48,-1190.22,-2668.22,192.21,Europe,-160.92,-1260.1,2449.33,19530.24,2586.69,-49.02,57.74,-13.8,-2793.66,9.1,-2864.42,1.8,43.66,559.35,-2214.96,15,38.82,Very high,185.58
-46.29,-248.55,64.83,6,56.05,-367.72,-186.22,9.89,1,-12.2,-3214.54,-1212.62,-1642.06,-3010.42,162.19,UK,-307.38,-781.88,4464.64,27674.67,1358.25,-50.79,62.42,-12.75,-4118.13,6.98,-3084.84,-0.47,51.88,1228.25,-1456.32,9,47.49,Medium,346.12
-133.38,-113.67,62.01,14,71.93,-367.94,-597.18,0.63,0.62,-10.88,-2808.26,-1479.45,-1652.24,-1798.98,120.38,Europe,-257.43,-836.46,10431.38,20245.62,-579.15,-59.43,56.98,-8.38,-1783.26,14.14,-2931.1,0.5,48.34,1021.41,-1985.82,6,52.95,Very low,-8.93
-12.45,-59.34,65.13,6,13.67,-665.06,-465.82,0.15,16.34,-8.88,-3707.22,-1371.18,-1613.5,-2203.48,100.03,Rest,-229.8,-440.1,9871.98,39705.42,870.21,-27,49.22,-11.53,-3226.05,5.08,-6492.2,-2.38,36.1,950.29,-1706.64,9,60.39,High,267.11
123.09,-128.25,74.79,16,49.49,-338.7,1267.98,0.66,23.82,-3.37,-6154.32,-1751.41,-1611.3,-2191.56,288.01,Rest,-201.45,-768.4,8910.52,26464.17,2115.21,-63.81,57.1,-13.45,-1432.29,18.82,1725.85,-6.46,46.74,1234.6,-2516.37,18,41.7,Very high,-8.93
20.4,-13.47,74.64,8,109.69,-472.94,-93.4,0.64,2.74,-5.89,-4118.3,-1453.66,-1557.32,-1524.68,265.72,Rest,-373.14,-1531.8,3811.94,21341.61,1873.17,-54.84,61.46,-17.3,-5004.3,24.28,-512.99,1.71,53.78,964.67,-1310.82,15,30.27,Medium,-8.93
2.7,-356.37,61.65,18,3.58,-443.24,-1364.8,0.53,1.74,-12.98,-3787.1,-1886.39,-1691.3,-2657.76,223.74,Rest,-221.28,-815,4049.47,24979.23,2504.1,-54.72,61.9,-19.39,-2913.36,12.18,3560.31,-3.9,50.16,1029.44,-807,21,43.65,Medium,24.33
66.42,-157.17,69.51,8,98.61,-637.7,169.82,1.96,4.68,-7.3,-3782.58,-1646.93,-1252.46,-1467.56,127.56,USA,-187.53,-1180.56,9972.34,28257.99,2294.61,-61.65,64.3,-12.46,-4075.89,2.76,3982.61,-0.3,52.36,396.01,-603.09,30,31.29,Very low,663.67
59.25,-99.48,58.74,12,55.71,-469.14,-687.9,1.09,11.42,-5.94,-4255.26,-2047.58,-2234.98,-2238.56,109.06,Rest,-86.37,-1831.66,2351.92,23219.13,1370.85,-13.05,47.5,-6.54,-3167.34,15.12,-324.91,-1.18,64.4,992.54,-1436.88,12,43.83,Very low,-8.93
32.64,-76.56,85.26,6,33.74,-429.2,-696.16,5.08,4.92,-7.46,-3911.46,-2139.64,-2539.78,-2587.82,82.76,Europe,-244.68,-1738.04,7276.66,30118.17,1662.87,-48.9,58.52,-8.72,-3806.25,5.3,11855.2,-2.11,49.62,1026.26,-1703.25,6,19.77,Very low,-6.24
105.27,-131.58,86.7,8,79.23,-417.1,-2189.08,12.41,0.58,-13.11,-3817.42,-2062.24,-1593.12,-1916.02,128.77,Europe,-174.06,-466.6,4778.21,27761.43,801.99,-53.28,58.24,-6.73,-2482.95,31.62,474.27,0.17,60.58,652.53,-1255.23,3,21.99,Very low,-8.93
82.95,-165.18,63.84,4,66.98,-521.58,-653.8,0.49,10.78,-6.78,-3175.14,-1808.35,607.3,-2261.58,136.8,UK,-176.52,-2494.96,2088.56,20175.57,1878.72,-52.77,60.32,-12.46,-2571.78,14.92,8559.43,-2.04,54.74,904.79,-2158.77,12,60.18,Very high,-8.93
91.59,-95.67,74.79,2,43.17,-489.52,-1890.52,0.33,1.74,-11.72,-626.04,-1562.51,-1378.48,-2588.18,153.69,USA,-202.5,-1143.58,7297.25,47294.73,2021.94,-60.51,54.06,-11.12,-3605.52,7.82,-83.48,-2.17,46.48,795.47,-805.08,6,52.26,Very high,724.08
150.72,24.06,68.73,4,84.68,-324.66,-1392.8,1.56,3.06,-9.57,-4525.18,-1314.36,-2288.38,-2284.66,157.45,UK,-190.2,-139.14,3704.63,26194.89,1373.16,-55.11,57.18,-12.54,-550.98,9.2,7908.35,-5.65,48.34,1225.48,-1578.12,18,47.67,Low,296.76
-13.83,15.75,79.35,6,49.32,-434.68,1067.06,0.28,3.36,-12.36,-4027.18,-1411.59,-1122.56,-1564.1,155.89,Europe,-143.88,-561.62,4094.53,46607.82,2146.56,-56.7,61.7,-13.88,-2386.23,2.76,-324.27,0.03,68.46,1071.55,-780.33,6,24.93,Very low,102.04
62.19,-186.63,64.86,6,56.15,-425.5,-1007.92,0.07,1.52,-17.61,-3102,-1125.08,-3731.88,-1724.18,132.99,Rest,-223.8,-1428.28,4945.03,21458.19,1788.42,-88.08,53.24,-13.14,-3648.03,8.02,4018.17,-1.05,52.98,765.68,-2164.29,6,57.66,Medium,317.82
-90.66,-206.22,66.21,6,27.54,-503.72,-614.96,6.73,6.14,-11.63,-3951.88,-1672.17,-883.52,-3143.54,185.18,Rest,-112.41,-764.06,5334.39,18295.11,2326.44,-57.15,64.8,-11.11,-2108.25,30.44,3623.08,-3.01,57.84,1218.18,-2045.58,15,43.92,Medium,-8.93
-42.15,-181.17,45.09,10,64.38,-452.04,-206.8,0.02,6.56,-13.39,-2722.5,-1719.11,61.54,-2907.16,168.48,Rest,-193.26,-548.32,4088.81,25866.84,1703.19,-49.23,61.28,-13.06,-3052.89,4.46,371.38,2.38,57.74,946.19,-1662.39,12,42.69,Very low,146.75
160.47,-152.67,62.4,12,87.77,-459.42,-1083.78,0.06,9.12,-7.44,-4929.4,-1726.8,-1912.8,-2797.92,169.25,UK,-286.08,-855.74,807.18,18180.27,807,-54.96,63.46,-13.62,-879.48,7.3,797.55,-5.05,47.2,1122.01,-828.57,0,46.77,Low,-8.93
